hhea,hhid_ranker,hhid_ranked,rank
"547","547334","547556",8
"547","547340","547026",1
"547","547340","547330",2
"547","547340","547467",3
"547","547340","547779",4
"547","547340","547481",5
"547","547340","547803",6
"547","547340","547556",7
"547","547467","547026",1
"547","547467","547330",2
"547","547467","547779",3
"547","547467","547340",4
"547","547467","547481",5
"547","547467","547556",6
"547","547481","547467",1
"547","547481","547340",2
"547","547481","547026",3
"547","547481","547330",4
"547","547481","547779",5
"547","547481","547803",6
"547","547481","547556",7
"547","547779","547026",1
"547","547779","547467",2
"547","547779","547340",3
"547","547779","547481",4
"547","547779","547556",5
"547","547803","547026",1
"547","547803","547340",2
"547","547803","547467",3
"547","547803","547330",4
"547","547803","547334",5
"547","547803","547779",6
"547","547803","547481",7
"547","547803","547556",8
"548","548053","548247",1
"548","548053","548677",2
"548","548053","548356",3
"548","548053","548692",4
"548","548053","548056",5
"548","548053","548813",6
"548","548053","548299",7
"548","548056","548053",1
"548","548056","548677",2
"548","548056","548356",3
"548","548056","548247",4
"548","548056","548613",5
"548","548056","548692",6
"548","548056","548813",7
"548","548056","548299",8
"548","548191","548677",1
"548","548191","548813",2
"548","548191","548053",3
"548","548191","548247",4
"548","548191","548356",5
"548","548191","548613",6
"548","548191","548692",7
"548","548191","548056",8
"548","548356","548813",1
"548","548356","548677",2
"548","548356","548247",3
"548","548356","548053",4
"548","548356","548692",5
"548","548356","548056",6
"548","548356","548299",7
"548","548613","548053",1
"548","548613","548247",2
"548","548613","548356",3
"548","548613","548677",4
"548","548613","548056",5
"548","548613","548813",6
"548","548613","548692",7
"548","548613","548299",8
"548","548677","548356",1
"548","548677","548053",2
"548","548677","548613",3
"548","548677","548247",4
"548","548677","548813",5
"548","548677","548692",6
"548","548677","548299",7
"548","548677","548056",8
"548","548692","548613",1
"548","548692","548356",2
"548","548692","548053",3
"548","548692","548677",4
"548","548692","548247",5
"548","548692","548813",6
"548","548692","548056",7
"548","548692","548299",8
"548","548813","548053",1
"548","548813","548677",2
"548","548813","548356",3
"548","548813","548613",4
"548","548813","548247",5
"548","548813","548692",6
"548","548813","548299",7
"548","548813","548056",8
"549","549382","549896",1
"549","549382","549311",2
"549","549382","549485",3
"549","549382","549214",4
"549","549382","549609",5
"549","549382","549821",6
"549","549382","549539",7
"549","549382","549468",8
"549","549468","549311",1
"549","549468","549896",2
"549","549468","549609",3
"549","549468","549485",4
"549","549468","549214",5
"549","549468","549539",6
"549","549468","549821",7
"549","549485","549896",1
"549","549485","549609",2
"549","549485","549311",3
"549","549485","549214",4
"549","549485","549539",5
"549","549485","549382",6
"549","549485","549821",7
"549","549485","549468",8
"549","549539","549485",1
"549","549539","549214",2
"549","549539","549896",3
"549","549539","549311",4
"549","549539","549609",5
"549","549539","549382",6
"549","549539","549821",7
"549","549539","549468",8
"549","549609","549896",1
"549","549609","549214",2
"549","549609","549311",3
"549","549609","549382",4
"549","549609","549821",5
"549","549609","549539",6
"549","549609","549485",7
"549","549609","549468",8
"549","549821","549896",1
"549","549821","549609",2
"549","549821","549214",3
"549","549821","549311",4
"549","549821","549485",5
"549","549821","549382",6
"549","549821","549539",7
"549","549821","549468",8
"549","549881","549896",1
"549","549881","549311",2
"549","549881","549485",3
"549","549881","549382",4
"549","549881","549821",5
"549","549881","549609",6
"549","549881","549539",7
"549","549881","549468",8
"549","549896","549214",1
"549","549896","549311",2
"549","549896","549382",3
"549","549896","549609",4
"549","549896","549485",5
"549","549896","549821",6
"549","549896","549539",7
"549","549896","549468",8
"550","550034","550978",1
"550","550034","550746",2
"550","550149","550963",1
"550","550149","550978",2
"550","550149","550452",3
"550","550149","550746",4
"550","550423","550963",1
"550","550423","550746",2
"550","550452","550963",1
"550","550452","550978",2
"550","550452","550868",3
"550","550746","550963",1
"550","550746","550452",2
"550","550746","550034",3
"550","550746","550978",4
"550","550746","550868",5
"550","550868","550978",1
"550","550868","550746",2
"550","550963","550978",1
"550","550963","550452",2
"550","550963","550868",3
"550","550963","550746",4
"550","550972","550452",1
"550","550972","550978",2
"550","550972","550868",3
"550","550972","550746",4
"551","551071","551285",1
"551","551071","551992",2
"551","551071","551906",3
"551","551071","551634",4
"551","551071","551642",5
"551","551071","551259",6
"551","551071","551084",7
"551","551084","551992",1
"551","551084","551285",2
"551","551084","551071",3
"551","551084","551777",4
"551","551084","551634",5
"551","551084","551906",6
"551","551084","551259",7
"551","551084","551642",8
"551","551259","551285",1
"551","551259","551777",2
"551","551259","551992",3
"551","551259","551084",4
"551","551259","551906",5
"551","551259","551634",6
"551","551259","551071",7
"551","551259","551642",8
"551","551285","551992",1
"551","551285","551777",2
"551","551285","551634",3
"551","551285","551906",4
"551","551285","551071",5
"551","551285","551259",6
"551","551285","551642",7
"551","551285","551084",8
"551","551642","551992",1
"551","551642","551285",2
"551","551642","551777",3
"551","551642","551634",4
"551","551642","551906",5
"551","551642","551071",6
"551","551642","551084",7
"551","551642","551259",8
"551","551777","551992",1
"551","551777","551285",2
"551","551777","551634",3
"551","551777","551906",4
"551","551777","551259",5
"551","551777","551071",6
"551","551777","551084",7
"551","551777","551642",8
"551","551906","551992",1
"551","551906","551285",2
"551","551906","551777",3
"551","551906","551634",4
"551","551906","551071",5
"551","551906","551084",6
"551","551906","551259",7
"551","551906","551642",8
"551","551992","551285",1
"551","551992","551634",2
"551","551992","551071",3
"551","551992","551906",4
"551","551992","551259",5
"551","551992","551084",6
"551","551992","551642",7
"552","552244","552269",1
"552","552244","552701",2
"552","552244","552839",3
"552","552244","552733",4
"552","552244","552836",5
"552","552244","552898",6
"552","552244","552536",7
"552","552244","552543",8
"552","552269","552701",1
"552","552269","552839",2
"552","552269","552733",3
"552","552269","552244",4
"552","552269","552836",5
"552","552269","552898",6
"552","552269","552543",7
"552","552269","552536",8
"552","552536","552269",1
"552","552536","552898",2
"552","552536","552733",3
"552","552536","552701",4
"552","552536","552244",5
"552","552536","552839",6
"552","552536","552543",7
"552","552536","552836",8
"552","552632","552269",1
"552","552632","552244",2
"552","552632","552701",3
"552","552632","552733",4
"552","552632","552839",5
"552","552632","552898",6
"552","552632","552836",7
"552","552632","552536",8
"552","552701","552269",1
"552","552701","552733",2
"552","552701","552898",3
"552","552701","552244",4
"552","552701","552836",5
"552","552701","552839",6
"552","552701","552536",7
"552","552701","552543",8
"552","552836","552269",1
"552","552836","552839",2
"552","552836","552733",3
"552","552836","552244",4
"552","552836","552701",5
"552","552836","552898",6
"552","552836","552536",7
"552","552836","552543",8
"552","552839","552269",1
"552","552839","552701",2
"552","552839","552244",3
"552","552839","552898",4
"552","552839","552733",5
"552","552839","552836",6
"552","552839","552536",7
"552","552839","552543",8
"552","552898","552269",1
"552","552898","552836",2
"552","552898","552701",3
"552","552898","552839",4
"552","552898","552733",5
"552","552898","552244",6
"552","552898","552536",7
"552","552898","552543",8
"553","553032","553437",1
"553","553032","553327",2
"553","553032","553580",3
"553","553032","553582",4
"553","553032","553198",5
"553","553032","553822",6
"553","553032","553923",7
"553","553032","553077",8
"553","553077","553580",1
"553","553077","553437",2
"553","553077","553198",3
"553","553077","553327",4
"553","553077","553822",5
"553","553077","553582",6
"553","553077","553923",7
"553","553198","553580",1
"553","553198","553437",2
"553","553198","553327",3
"553","553198","553032",4
"553","553198","553582",5
"553","553198","553923",6
"553","553198","553822",7
"553","553198","553077",8
"553","553327","553437",1
"553","553327","553580",2
"553","553327","553077",3
"553","553327","553822",4
"553","553327","553582",5
"553","553327","553198",6
"553","553327","553032",7
"553","553327","553923",8
"553","553437","553580",1
"553","553437","553327",2
"553","553437","553198",3
"553","553437","553032",4
"553","553437","553582",5
"553","553437","553822",6
"553","553437","553923",7
"553","553437","553077",8
"553","553580","553437",1
"553","553580","553327",2
"553","553580","553032",3
"553","553580","553198",4
"553","553580","553822",5
"553","553580","553582",6
"553","553580","553923",7
"553","553580","553077",8
"553","553582","553437",1
"553","553582","553580",2
"553","553582","553327",3
"553","553582","553032",4
"553","553582","553077",5
"553","553582","553198",6
"553","553582","553822",7
"553","553582","553923",8
"553","553822","553327",1
"553","553822","553580",2
"553","553822","553198",3
"553","553822","553077",4
"553","553822","553923",5
"554","554036","554834",1
"554","554036","554767",2
"554","554036","554805",3
"554","554036","554555",4
"554","554036","554808",5
"554","554036","554964",6
"554","554036","554367",7
"554","554036","554816",8
"554","554555","554036",1
"554","554555","554834",2
"554","554555","554808",3
"554","554555","554767",4
"554","554555","554964",5
"554","554555","554805",6
"554","554555","554367",7
"554","554555","554816",8
"554","554767","554834",1
"554","554767","554808",2
"554","554767","554036",3
"554","554767","554964",4
"554","554767","554555",5
"554","554767","554805",6
"554","554767","554367",7
"554","554767","554816",8
"554","554805","554808",1
"554","554805","554834",2
"554","554805","554036",3
"554","554805","554964",4
"554","554805","554767",5
"554","554805","554367",6
"554","554805","554555",7
"554","554805","554816",8
"554","554808","554964",1
"554","554808","554834",2
"554","554808","554036",3
"554","554808","554367",4
"554","554808","554805",5
"554","554808","554767",6
"554","554808","554555",7
"554","554808","554816",8
"554","554816","554834",1
"554","554816","554767",2
"554","554816","554808",3
"554","554816","554367",4
"554","554816","554036",5
"554","554816","554964",6
"554","554816","554805",7
"554","554816","554555",8
"554","554834","554767",1
"554","554834","554808",2
"554","554834","554036",3
"554","554834","554555",4
"554","554834","554964",5
"554","554834","554805",6
"554","554834","554367",7
"554","554834","554816",8
"554","554964","554036",1
"554","554964","554367",2
"554","554964","554555",3
"554","554964","554808",4
"554","554964","554834",5
"554","554964","554805",6
"554","554964","554767",7
"554","554964","554816",8
"555","555068","555605",1
"555","555068","555989",2
"555","555068","555543",3
"555","555068","555464",4
"555","555068","555536",5
"555","555068","555400",6
"555","555068","555300",7
"555","555068","555207",8
"555","555207","555605",1
"555","555207","555068",2
"555","555207","555464",3
"555","555207","555989",4
"555","555207","555543",5
"555","555207","555536",6
"555","555207","555400",7
"555","555207","555300",8
"555","555400","555605",1
"555","555400","555464",2
"555","555400","555068",3
"555","555400","555989",4
"555","555400","555536",5
"555","555400","555543",6
"555","555400","555207",7
"555","555400","555300",8
"555","555464","555605",1
"555","555464","555543",2
"555","555464","555536",3
"555","555464","555989",4
"555","555464","555068",5
"555","555464","555300",6
"555","555464","555207",7
"555","555464","555400",8
"555","555536","555605",1
"555","555536","555068",2
"555","555536","555989",3
"555","555536","555464",4
"555","555536","555543",5
"555","555536","555300",6
"555","555536","555400",7
"555","555536","555207",8
"555","555543","555605",1
"555","555543","555989",2
"555","555543","555068",3
"555","555543","555464",4
"555","555543","555400",5
"555","555543","555536",6
"555","555543","555300",7
"555","555543","555207",8
"555","555605","555989",1
"555","555605","555543",2
"555","555605","555068",3
"555","555605","555300",4
"555","555605","555464",5
"555","555605","555536",6
"555","555605","555207",7
"555","555605","555400",8
"555","555989","555605",1
"555","555989","555543",2
"555","555989","555464",3
"555","555989","555536",4
"555","555989","555068",5
"555","555989","555300",6
"555","555989","555207",7
"555","555989","555400",8
"556","556062","556074",1
"556","556062","556408",2
"556","556062","556369",3
"556","556062","556951",4
"556","556062","556509",5
"556","556062","556836",6
"556","556062","556499",7
"556","556062","556356",8
"556","556356","556074",1
"556","556356","556951",2
"556","556356","556408",3
"556","556356","556509",4
"556","556356","556369",5
"556","556356","556062",6
"556","556356","556836",7
"556","556356","556499",8
"556","556369","556074",1
"556","556369","556408",2
"556","556369","556951",3
"556","556369","556509",4
"556","556369","556062",5
"556","556369","556499",6
"556","556369","556836",7
"556","556369","556356",8
"556","556408","556074",1
"556","556408","556951",2
"556","556408","556509",3
"556","556408","556369",4
"556","556408","556062",5
"556","556408","556356",6
"556","556408","556836",7
"556","556408","556499",8
"556","556499","556074",1
"556","556499","556951",2
"556","556499","556408",3
"556","556499","556509",4
"556","556499","556369",5
"556","556499","556062",6
"556","556499","556836",7
"556","556499","556356",8
"556","556691","556074",1
"556","556691","556951",2
"556","556691","556369",3
"556","556691","556408",4
"556","556691","556509",5
"556","556691","556836",6
"556","556691","556062",7
"556","556691","556356",8
"556","556836","556951",1
"556","556836","556074",2
"556","556836","556408",3
"556","556836","556369",4
"556","556836","556509",5
"556","556836","556062",6
"556","556836","556499",7
"556","556836","556356",8
"556","556951","556074",1
"556","556951","556408",2
"556","556951","556369",3
"556","556951","556509",4
"556","556951","556062",5
"556","556951","556836",6
"556","556951","556356",7
"556","556951","556499",8
"557","557158","557825",1
"557","557158","557677",2
"557","557158","557507",3
"557","557158","557485",4
"557","557158","557762",5
"557","557158","557570",6
"557","557158","557329",7
"557","557158","557842",8
"557","557485","557507",1
"557","557485","557677",2
"557","557485","557329",3
"557","557485","557842",4
"557","557485","557155",5
"557","557485","557762",6
"557","557507","557677",1
"557","557507","557762",2
"557","557507","557825",3
"557","557507","557485",4
"557","557507","557329",5
"557","557507","557155",6
"557","557659","557825",1
"557","557659","557677",2
"557","557659","557485",3
"557","557659","557329",4
"557","557659","557507",5
"557","557659","557155",6
"557","557677","557485",1
"557","557677","557507",2
"557","557677","557842",3
"557","557677","557329",4
"557","557677","557155",5
"557","557762","557507",1
"557","557762","557485",2
"557","557762","557842",3
"557","557762","557677",4
"557","557762","557155",5
"557","557762","557329",6
"557","557825","557677",1
"557","557825","557842",2
"557","557825","557485",3
"557","557825","557507",4
"557","557825","557155",5
"557","557825","557329",6
"557","557842","557677",1
"557","557842","557570",2
"557","557842","557507",3
"557","557842","557485",4
"557","557842","557329",5
"557","557842","557825",6
"557","557842","557155",7
"558","558131","558320",1
"558","558131","558515",2
"558","558131","558587",3
"558","558131","558661",4
"558","558131","558809",5
"558","558131","558687",6
"558","558131","558950",7
"558","558131","558531",8
"558","558320","558515",1
"558","558320","558587",2
"558","558320","558687",3
"558","558320","558809",4
"558","558320","558661",5
"558","558320","558950",6
"558","558320","558531",7
"558","558320","558131",8
"558","558515","558320",1
"558","558515","558587",2
"558","558515","558809",3
"558","558515","558687",4
"558","558515","558531",5
"558","558515","558661",6
"558","558515","558950",7
"558","558515","558131",8
"558","558531","558320",1
"558","558531","558515",2
"558","558531","558587",3
"558","558531","558809",4
"558","558531","558661",5
"558","558531","558687",6
"558","558531","558950",7
"558","558531","558131",8
"558","558587","558515",1
"558","558587","558320",2
"558","558587","558687",3
"558","558587","558809",4
"558","558587","558661",5
"558","558587","558531",6
"558","558587","558131",7
"558","558661","558515",1
"558","558661","558320",2
"558","558661","558587",3
"558","558661","558687",4
"558","558661","558809",5
"558","558661","558531",6
"558","558661","558131",7
"558","558661","558950",8
"558","558748","558515",1
"558","558748","558320",2
"558","558748","558587",3
"558","558748","558950",4
"558","558748","558809",5
"558","558748","558661",6
"558","558748","558531",7
"558","558748","558131",8
"558","558950","558515",1
"558","558950","558687",2
"558","558950","558320",3
"558","558950","558587",4
"558","558950","558809",5
"558","558950","558661",6
"558","558950","558531",7
"558","558950","558131",8
"559","559076","559429",1
"559","559076","559598",2
"559","559076","559763",3
"559","559076","559766",4
"559","559076","559900",5
"559","559076","559585",6
"559","559076","559279",7
"559","559076","559271",8
"559","559271","559429",1
"559","559271","559598",2
"559","559271","559763",3
"559","559271","559585",4
"559","559271","559766",5
"559","559271","559076",6
"559","559271","559900",7
"559","559271","559279",8
"559","559429","559598",1
"559","559429","559076",2
"559","559429","559763",3
"559","559429","559766",4
"559","559429","559585",5
"559","559429","559279",6
"559","559429","559900",7
"559","559429","559271",8
"559","559585","559598",1
"559","559585","559763",2
"559","559585","559076",3
"559","559585","559766",4
"559","559585","559900",5
"559","559585","559279",6
"559","559585","559429",7
"559","559585","559271",8
"559","559598","559429",1
"559","559598","559763",2
"559","559598","559076",3
"559","559598","559585",4
"559","559598","559900",5
"559","559598","559766",6
"559","559598","559279",7
"559","559598","559271",8
"559","559763","559598",1
"559","559763","559429",2
"559","559763","559766",3
"559","559763","559900",4
"559","559763","559076",5
"559","559763","559279",6
"559","559763","559585",7
"559","559763","559271",8
"559","559766","559763",1
"559","559766","559598",2
"559","559766","559076",3
"559","559766","559900",4
"559","559766","559585",5
"559","559766","559271",6
"559","559766","559279",7
"559","559766","559429",8
"559","559900","559429",1
"559","559900","559076",2
"559","559900","559766",3
"559","559900","559598",4
"559","559900","559279",5
"559","559900","559763",6
"559","559900","559585",7
"559","559900","559271",8
"560","560022","560351",1
"560","560022","560677",2
"560","560139","560719",1
"560","560139","560351",2
"560","560189","560677",1
"560","560189","560351",2
"560","560189","560666",3
"560","560189","560719",4
"560","560515","560313",1
"560","560515","560022",2
"560","560515","560666",3
"560","560666","560351",1
"560","560666","560677",2
"560","560666","560719",3
"560","560677","560666",1
"560","560677","560351",2
"560","560677","560719",3
"560","560719","560666",1
"560","560719","560351",2
"560","560719","560677",3
"560","560719","560022",4
"560","560881","560351",1
"560","560881","560666",2
"560","560881","560677",3
"560","560881","560719",4
"561","561027","561141",1
"561","561027","561937",2
"561","561027","561036",3
"561","561027","561623",4
"561","561027","561286",5
"561","561132","561141",1
"561","561132","561027",2
"561","561132","561937",3
"561","561132","561286",4
"561","561132","561623",5
"561","561141","561937",1
"561","561141","561036",2
"561","561141","561132",3
"561","561141","561286",4
"561","561141","561623",5
"561","561286","561141",1
"561","561286","561027",2
"561","561286","561937",3
"561","561286","561132",4
"561","561286","561036",5
"561","561286","561623",6
"561","561623","561141",1
"561","561623","561370",2
"561","561623","561426",3
"561","561623","561027",4
"561","561623","561132",5
"561","561623","561286",6
"561","561752","561141",1
"561","561752","561937",2
"561","561752","561132",3
"561","561752","561036",4
"561","561752","561027",5
"561","561752","561623",6
"561","561847","561132",1
"561","561847","561937",2
"561","561847","561036",3
"561","561847","561141",4
"561","561847","561286",5
"561","561847","561623",6
"561","561937","561036",1
"561","561937","561141",2
"561","561937","561132",3
"561","561937","561623",4
"561","561937","561286",5
"562","562058","562715",1
"562","562058","562242",2
"562","562058","562479",3
"562","562058","562295",4
"562","562058","562502",5
"562","562058","562101",6
"562","562058","562930",7
"562","562058","562480",8
"562","562242","562715",1
"562","562242","562058",2
"562","562242","562930",3
"562","562242","562502",4
"562","562242","562479",5
"562","562242","562101",6
"562","562242","562480",7
"562","562242","562295",8
"562","562271","562715",1
"562","562271","562058",2
"562","562271","562502",3
"562","562271","562930",4
"562","562271","562242",5
"562","562271","562295",6
"562","562271","562101",7
"562","562271","562480",8
"562","562295","562715",1
"562","562295","562242",2
"562","562295","562930",3
"562","562295","562058",4
"562","562295","562479",5
"562","562295","562502",6
"562","562295","562101",7
"562","562295","562480",8
"562","562480","562242",1
"562","562480","562930",2
"562","562480","562715",3
"562","562480","562058",4
"562","562480","562479",5
"562","562480","562502",6
"562","562480","562101",7
"562","562480","562295",8
"562","562502","562242",1
"562","562502","562715",2
"562","562502","562930",3
"562","562502","562101",4
"562","562502","562058",5
"562","562502","562479",6
"562","562502","562480",7
"562","562502","562295",8
"562","562715","562479",1
"562","562715","562242",2
"562","562715","562101",3
"562","562715","562480",4
"562","562715","562295",5
"562","562930","562715",1
"562","562930","562242",2
"562","562930","562058",3
"562","562930","562479",4
"562","562930","562295",5
"562","562930","562502",6
"562","562930","562101",7
"562","562930","562480",8
"563","563027","563720",1
"563","563027","563564",2
"563","563027","563004",3
"563","563027","563793",4
"563","563027","563217",5
"563","563027","563973",6
"563","563548","563720",1
"563","563548","563217",2
"563","563548","563973",3
"563","563548","563564",4
"563","563548","563793",5
"563","563564","563027",1
"563","563564","563707",2
"563","563564","563004",3
"563","563564","563217",4
"563","563564","563973",5
"563","563564","563793",6
"563","563707","563345",1
"563","563707","563027",2
"563","563707","563004",3
"563","563707","563973",4
"563","563707","563793",5
"563","563707","563217",6
"563","563707","563564",7
"563","563720","563027",1
"563","563720","563707",2
"563","563720","563345",3
"563","563720","563564",4
"563","563720","563217",5
"563","563793","563707",1
"563","563793","563564",2
"563","563793","563004",3
"563","563793","563973",4
"563","563793","563217",5
"563","563963","563027",1
"563","563963","563707",2
"563","563963","563973",3
"563","563963","563217",4
"563","563963","563564",5
"563","563963","563793",6
"563","563973","563720",1
"563","563973","563027",2
"563","563973","563973",3
"563","563973","563564",4
"563","563973","563217",5
"563","563973","563793",6
"564","564077","564456",1
"564","564077","564871",2
"564","564077","564171",3
"564","564077","564296",4
"564","564077","564765",5
"564","564077","564433",6
"564","564077","564380",7
"564","564077","564900",8
"564","564171","564456",1
"564","564171","564296",2
"564","564171","564871",3
"564","564171","564380",4
"564","564171","564077",5
"564","564171","564433",6
"564","564171","564765",7
"564","564171","564900",8
"564","564296","564171",1
"564","564296","564871",2
"564","564296","564456",3
"564","564296","564433",4
"564","564296","564765",5
"564","564296","564380",6
"564","564296","564077",7
"564","564296","564900",8
"564","564380","564456",1
"564","564380","564871",2
"564","564380","564765",3
"564","564380","564296",4
"564","564380","564900",5
"564","564380","564433",6
"564","564380","564171",7
"564","564380","564077",8
"564","564433","564456",1
"564","564433","564077",2
"564","564433","564871",3
"564","564433","564765",4
"564","564433","564296",5
"564","564433","564380",6
"564","564433","564171",7
"564","564433","564900",8
"564","564456","564871",1
"564","564456","564433",2
"564","564456","564077",3
"564","564456","564296",4
"564","564456","564765",5
"564","564456","564900",6
"564","564456","564171",7
"564","564456","564380",8
"564","564871","564456",1
"564","564871","564380",2
"564","564871","564433",3
"564","564871","564765",4
"564","564871","564171",5
"564","564871","564296",6
"564","564871","564077",7
"564","564871","564900",8
"564","564900","564456",1
"564","564900","564296",2
"564","564900","564765",3
"564","564900","564077",4
"564","564900","564380",5
"564","564900","564433",6
"564","564900","564871",7
"564","564900","564171",8
"565","565348","565701",1
"565","565348","565786",2
"565","565348","565759",3
"565","565348","565987",4
"565","565348","565611",5
"565","565348","565528",6
"565","565348","565898",7
"565","565348","565695",8
"565","565528","565786",1
"565","565528","565701",2
"565","565528","565987",3
"565","565528","565695",4
"565","565528","565611",5
"565","565528","565759",6
"565","565528","565898",7
"565","565528","565348",8
"565","565611","565786",1
"565","565611","565701",2
"565","565611","565759",3
"565","565611","565348",4
"565","565611","565987",5
"565","565611","565528",6
"565","565611","565695",7
"565","565611","565898",8
"565","565695","565701",1
"565","565695","565759",2
"565","565695","565348",3
"565","565695","565786",4
"565","565695","565987",5
"565","565695","565528",6
"565","565695","565611",7
"565","565695","565898",8
"565","565701","565786",1
"565","565701","565759",2
"565","565701","565987",3
"565","565701","565611",4
"565","565701","565348",5
"565","565701","565528",6
"565","565701","565695",7
"565","565701","565898",8
"565","565759","565786",1
"565","565759","565701",2
"565","565759","565987",3
"565","565759","565348",4
"565","565759","565528",5
"565","565759","565611",6
"565","565759","565695",7
"565","565759","565898",8
"565","565786","565701",1
"565","565786","565759",2
"565","565786","565987",3
"565","565786","565611",4
"565","565786","565348",5
"565","565786","565528",6
"565","565786","565695",7
"565","565786","565898",8
"565","565898","565786",1
"565","565898","565701",2
"565","565898","565759",3
"565","565898","565348",4
"565","565898","565611",5
"565","565898","565987",6
"565","565898","565528",7
"565","565898","565695",8
"566","566035","566996",1
"566","566035","566071",2
"566","566035","566016",3
"566","566035","566956",4
"566","566035","566914",5
"566","566035","566207",6
"566","566035","566264",7
"566","566071","566996",1
"566","566071","566956",2
"566","566071","566016",3
"566","566071","566523",4
"566","566071","566914",5
"566","566071","566207",6
"566","566071","566264",7
"566","566071","566035",8
"566","566264","566207",1
"566","566264","566956",2
"566","566264","566071",3
"566","566264","566016",4
"566","566264","566914",5
"566","566264","566035",6
"566","566523","566996",1
"566","566523","566264",2
"566","566523","566914",3
"566","566523","566035",4
"566","566837","566996",1
"566","566837","566016",2
"566","566837","566956",3
"566","566837","566071",4
"566","566837","566914",5
"566","566837","566264",6
"566","566837","566035",7
"566","566956","566996",1
"566","566956","566071",2
"566","566956","566016",3
"566","566956","566914",4
"566","566956","566207",5
"566","566956","566264",6
"566","566956","566035",7
"566","566996","566523",1
"566","566996","566016",2
"566","566996","566956",3
"566","566996","566207",4
"566","566996","566071",5
"566","566996","566264",6
"566","566996","566914",7
"566","566996","566035",8
"567","567109","567630",1
"567","567109","567535",2
"567","567109","567967",3
"567","567109","567880",4
"567","567109","567915",5
"567","567109","567307",6
"567","567109","567375",7
"567","567109","567700",8
"567","567307","567630",1
"567","567307","567967",2
"567","567307","567535",3
"567","567307","567880",4
"567","567307","567915",5
"567","567307","567109",6
"567","567307","567375",7
"567","567307","567700",8
"567","567375","567630",1
"567","567375","567535",2
"567","567375","567967",3
"567","567375","567307",4
"567","567375","567880",5
"567","567375","567915",6
"567","567375","567109",7
"567","567375","567700",8
"567","567535","567630",1
"567","567535","567967",2
"567","567535","567880",3
"567","567535","567915",4
"567","567535","567307",5
"567","567535","567109",6
"567","567535","567375",7
"567","567535","567700",8
"567","567630","567535",1
"567","567630","567967",2
"567","567630","567880",3
"567","567630","567915",4
"567","567630","567307",5
"567","567630","567700",6
"567","567630","567109",7
"567","567630","567375",8
"567","567880","567630",1
"567","567880","567535",2
"567","567880","567967",3
"567","567880","567915",4
"567","567880","567307",5
"567","567880","567700",6
"567","567880","567375",7
"567","567880","567109",8
"567","567915","567630",1
"567","567915","567880",2
"567","567915","567535",3
"567","567915","567967",4
"567","567915","567307",5
"567","567915","567109",6
"567","567915","567375",7
"567","567915","567700",8
"567","567967","567535",1
"567","567967","567630",2
"567","567967","567880",3
"567","567967","567307",4
"567","567967","567375",5
"567","567967","567109",6
"567","567967","567915",7
"567","567967","567700",8
"568","568175","568181",1
"568","568175","568224",2
"568","568175","568496",3
"568","568175","568904",4
"568","568175","568812",5
"568","568175","568371",6
"568","568175","568731",7
"568","568175","568521",8
"568","568181","568224",1
"568","568181","568496",2
"568","568181","568812",3
"568","568181","568731",4
"568","568181","568904",5
"568","568181","568371",6
"568","568181","568175",7
"568","568181","568521",8
"568","568224","568181",1
"568","568224","568496",2
"568","568224","568904",3
"568","568224","568812",4
"568","568224","568731",5
"568","568224","568175",6
"568","568224","568371",7
"568","568224","568521",8
"568","568371","568181",1
"568","568371","568224",2
"568","568371","568496",3
"568","568371","568812",4
"568","568371","568904",5
"568","568371","568521",6
"568","568371","568731",7
"568","568371","568175",8
"568","568496","568181",1
"568","568496","568224",2
"568","568496","568904",3
"568","568496","568175",4
"568","568496","568812",5
"568","568496","568731",6
"568","568496","568371",7
"568","568496","568521",8
"568","568521","568181",1
"568","568521","568496",2
"568","568521","568224",3
"568","568521","568812",4
"568","568521","568904",5
"568","568521","568371",6
"568","568521","568175",7
"568","568521","568731",8
"568","568731","568181",1
"568","568731","568224",2
"568","568731","568904",3
"568","568731","568496",4
"568","568731","568371",5
"568","568731","568812",6
"568","568731","568175",7
"568","568731","568521",8
"568","568904","568496",1
"568","568904","568181",2
"568","568904","568224",3
"568","568904","568175",4
"568","568904","568812",5
"568","568904","568371",6
"568","568904","568731",7
"568","568904","568521",8
"569","569015","569832",1
"569","569015","569301",2
"569","569015","569491",3
"569","569015","569120",4
"569","569015","569924",5
"569","569015","569315",6
"569","569015","569688",7
"569","569015","569316",8
"569","569120","569832",1
"569","569120","569924",2
"569","569120","569301",3
"569","569120","569316",4
"569","569120","569025",5
"569","569120","569491",6
"569","569120","569688",7
"569","569120","569315",8
"569","569269","569301",1
"569","569269","569491",2
"569","569269","569832",3
"569","569269","569120",4
"569","569269","569924",5
"569","569269","569316",6
"569","569269","569688",7
"569","569269","569025",8
"569","569316","569120",1
"569","569316","569301",2
"569","569316","569832",3
"569","569316","569924",4
"569","569316","569491",5
"569","569316","569315",6
"569","569316","569025",7
"569","569316","569688",8
"569","569377","569832",1
"569","569377","569924",2
"569","569377","569120",3
"569","569377","569491",4
"569","569377","569316",5
"569","569377","569025",6
"569","569377","569315",7
"569","569377","569688",8
"569","569414","569832",1
"569","569414","569301",2
"569","569414","569120",3
"569","569414","569491",4
"569","569414","569316",5
"569","569414","569924",6
"569","569414","569688",7
"569","569414","569025",8
"569","569688","569301",1
"569","569688","569832",2
"569","569688","569120",3
