"","parameter","rep","CB_DU","CB","P1"
"401","refrigerator",9,0.769979601991255,0.804556826108931,0.874464238354402
"402","bicycle",9,-0.126392762547606,-0.120065018248834,0.070322703745811
"403","motorcycle",9,0.538736684721181,0.544702116031268,0.478600033719791
"404","auto",9,0.610313268170267,0.23544346344565,1.79565120962616
"405","hp",9,0.141889235826297,0.0786021538461581,0.066655624474015
"406","jewelry",9,0.105015449902134,0.11441607332909,0.127879185740642
"407","chicken",9,0.0587349264744672,0.0715817158526493,0.087769727408179
"408","cow",9,0.554406206972968,0.609689256732454,-0.0313117953667208
"409","credit",9,-0.0602859120872039,-0.129670543743057,0.468534051383405
"410","hhsector1",9,-0.230244405593914,1.16164476020876,-0.574049250668026
"411","hhsector2",9,-0.353983374894077,1.03189110430592,-0.701437323909136
"412","hhsector3",9,-0.367671566199538,1.01549611402692,-0.537233229352103
"413","formal",9,1.31930450619487,-0.376073641417748,1.24571583589586
"414","informal",9,0.968071014988333,-0.753823906175426,1.13245936735774
"415","hhsize",10,-0.0968516180253416,-0.289901514416516,-0.0806335320284678
"416","hhage",10,0.381619229768322,0.738489249992991,1.41214203978616e-05
"417","age04",10,-0.118518925925526,-0.11875233073783,-0.186319234648715
"418","depratio",10,0.110302419547825,0.175803714070322,0.0801451237393977
"419","pcfloor",10,0.340383010467789,0.437659266666038,0.308890454619737
"420","eschild",10,-0.0718840325863075,-0.0732353786484683,-0.00642290272905125
"421","jschild",10,0.0760220046009784,0.115454039564392,-0.121212006436593
"422","sschild",10,0.337009242571212,0.548166227878483,0.144426755347467
"423","connected",10,0.126675082459181,0.314123525120398,-0.433531080484418
"424","hhmale",10,0.032333309031178,-0.247369129501127,0.39320247926517
"425","hhmarried",10,0.825519277522094,1.32421781038051,0.638243264395411
"426","hheduc2",10,0.419398155298287,0.576913480036046,0.16639393160288
"427","hheduc3",10,0.357271497285254,0.487383174762861,0.423287113961433
"428","hheduc4",10,0.00478415877808518,-0.160094662942508,0.747191585763916
"429","higheduc2",10,-0.419327864649448,-0.616287238554179,-0.201149651242535
"430","higheduc3",10,-0.43724210988262,-0.708490331903893,-0.166442939294991
"431","higheduc4",10,-0.206245369692465,-0.304268133962938,0.0506003790222342
"432","tfloor",10,0.326836531991407,0.423589784367745,0.72988779908083
"433","twall",10,0.595457442510406,0.94880303029011,0.375465670034706
"434","toilet",10,0.768793761046126,1.16320992278214,0.595727099848378
"435","water",10,-0.119456974569707,-0.141756528416143,0.268055454734372
"436","lighting",10,0.160601330458007,0.295497938395109,0.254194930952336
"437","troof",10,0.324884669258246,0.514714162207908,0.384630730128785
"438","fcook",10,0.175611380966012,0.284053555759136,0.130692881483937
"439","house",10,0.356406145408626,0.45486554295462,0.788917310861766
"440","computer",10,0.716939009407614,1.27137574077227,0.0818680637728453
"441","radio",10,-0.234871540565646,-0.272918161810229,0.0951456691240865
"442","tv",10,-0.10147646330659,-0.0752018453956811,-0.0966362487993366
"443","dvd",10,0.270590386550626,0.33700263170708,0.0640184396790465
"444","satellite",10,0.686139237318668,1.21141410826785,0.243414708132276
"445","ac",10,2.46552396563766,1.51963404654262,3.05171562194837
"446","gas",10,0.192106765382895,0.277674836571233,0.204692673836069
"447","refrigerator",10,0.407179989319762,0.495450533110756,0.483934440066409
"448","bicycle",10,-0.156194962968385,-0.173911511413611,-0.0318406906081089
"449","motorcycle",10,0.707993826320722,0.991678637112729,0.536473245656989
"450","auto",10,1.33047412068191,1.90448479657229,0.96786126497099
"451","hp",10,0.146477515494257,0.271736528872427,-0.0273076265148221
"452","jewelry",10,0.0599594781816601,0.128631790278143,0.0395365408764515
"453","chicken",10,-0.0216261587066865,-0.091121618435877,0.369431499361891
"454","cow",10,0.607447938503372,0.973932731990511,0.189002045328558
"455","credit",10,-0.088586515755013,-0.115118398458032,-0.00397638594327729
"456","hhsector1",10,0.00939103536866292,1.69039080985474,-0.560113920676036
"457","hhsector2",10,-0.252559529471207,1.5557013336777,-1.12095474981532
"458","hhsector3",10,-0.334886640378399,1.16354850057491,-0.454183076070184
"459","formal",10,-0.0750820998852058,-1.09136076601829,-0.217520181500897
"460","informal",10,0.0145901952475596,-0.992621481898582,-0.489629674993307
